New Account No,Opportunity ID,New Opportunity Name,Est Completion Month ID,Product Category,Opportunity Stage,Est Opportunity Value
374152120,6-6ULF893,Phase - 7: Maintain appropriate financial leverage,119,Labour,Stage - 3,23205.0232
116746,6-6ULF740,Phase - 7: Ensure favorable bond ratings,120,Project,Stage - 2,13650.0137
131746,9-6ULF884,Phase - 6: Balance the budget,112,Services,Stage - 4,13650.0137
1118747,8-QQ5E738,Phase - 3: Ensure financial sustainability,115,Labour,Stage - 1,15000
1163747,9-OLUD790,Phase - 3: Maintain profitability,119,Project,Stage - 5,136.5001
2125748,6-HW6O599,Phase - 3: Diversify and grow revenue streams,119,Services,Stage - 0,2730.0027
0000313-251,5-Q5TY920,Phase - 2: Best value for the cost,115,Project,Stage - 2,3412.5034
3147749,8-Q5TY754,Phase - 2: Broad product offering,115,Services,Stage - 1,6825.0068
0000315-251,8-Q5TY826,Phase - 1: Reliable products/services,109,Support,Stage - 2,10920.0109
4121750,9-3VT5744,Phase - 4: Cross-sell more products,120,Labour,Stage - 3,40950.041
4167750,9-TOK3902,Phase - 2: Increase share of market,112,Project,Stage - 5,59104.5591
5121751,9-UNH7739,Phase - 7: Increase share of wallet,120,Project,Stage - 1,6825.0068
6147752,8-GDMC948,Phase - 1: Partner with customers to provide solutions,113,Services,Stage - 3,16380.0164
7131753,8-GDMC880,Phase - 7: Best service,111,Project,Stage - 4,16380.0164
7148753,6-5ERP781,Phase - 1: Understands my needs,114,Project,Stage - 4,20475.0205
9115755,8-GL25629,Phase - 1: Most innovative products/services,109,Project,Stage - 0,3412.5034
0001013-244,6-SPL4611,Phase - 3: Differentiate the product,111,Services,Stage - 0,27300.0273
13116759,9-NGOW827,Phase - 5: Invest a certain amount in innovation,113,Project,Stage - 0,1365.0014
13137759,7-T5T6992,Phase - 4: Grow percentage of sales from new products,118,Services,Stage - 3,2730.0027
14122760,7-T5T6666,Phase - 1: Improve or focus research and development (R&D),119,Project,Stage - 1,4095.0041
14137760,8-ZYNA604,Phase - 3: Acquire new customers from innovative offerings,119,Services,Stage - 1,682.5007
15115761,7-ZHWV622,Phase - 7: Great customer service,116,Project,Stage - 0,586.9506
15154761,6-EOAM746,Phase - 6: Improve customer service,115,Services,Stage - 1,682.5007
0001516-239,7-NZP5803,Phase - 6: Invest in customer management,119,Support,Stage - 4,30016.38
0001711-237,6-NZP5870,Phase - 7: Partner with customers to design solutions,109,Labour,Stage - 4,30016.38
19121765,5-NZP5759,Phase - 2: Improve customer satisfaction,111,Project,Stage - 4,30016.38
19137765,9-NZP5640,Phase - 3: Improve customer retention,118,Labour,Stage - 5,30016.38
20115766,8-NZP5889,Phase - 4: Develop and use a customer database,115,Project,Stage - 2,30016.38
21142767,6-NZP5929,Phase - 6: Reduce cost by a certain amount annually,112,Services,Stage - 3,30016.38
24117770,5-VQZ3944,Phase - 2: Reduce waste by a certain amount,114,Labour,Stage - 4,300
0002413-230,9-VQZ3741,Phase - 5: Invest in Total Quality Management,111,Project,Stage - 1,1200
24148770,6-POUM612,Phase - 7: Reduce error rates,115,Services,Stage - 5,409.5004
3112777,7-WTTW636,Phase - 6: Improve and maintain workplace safety,116,Project,Stage - 4,6825.0068
31147777,6-SJZD783,Phase - 6: Reduce energy usage per unit of production,114,Services,Stage - 1,68.2501
32138778,6-SJZD866,Phase - 3: Capitalize on physical facilities,118,Support,Stage - 3,273.0003
3317779,9-TY3G911,Phase - 6: Streamline core business processes,112,Labour,Stage - 2,9555.0096
0003414-220,5-ZVAN608,Phase - 1: Increase reliability of operations,114,Project,Stage - 3,9555.0096
38147784,9-KLCP994,Phase - 2: Ensure compliance,114,Project,Stage - 2,6825.0068
39114785,8-YUSO890,Phase - 5: Increase recycling,120,Services,Stage - 4,10000
40132786,9-YUSO641,Phase - 2: Improve reporting and transparency,118,Project,Stage - 3,0
41115787,6-F7P4736,Phase - 6: Increase community outreach,113,Services,Stage - 5,20000
42166788,9-F7P4723,Phase - 3: Optimize control framework,116,Support,Stage - 4,20000
44126790,9-F7P4712,Phase - 3: Improve technical and analytical skills,113,Labour,Stage - 0,25000
4413790,8-F7P4744,Phase - 3: Improve a certain skill,116,Project,Stage - 3,30000
44153790,7-F7P4621,Phase - 7: Create a performance-focused culture,117,Services,Stage - 3,10000
45114791,5-4L47554,Phase - 4: Improve productivity with cross-functional teams,114,Support,Stage - 5,1500
45144791,7-4L47878,Phase - 7: Invest in tools to make staff more productive,114,Labour,Stage - 0,2000
45155791,7-JVEG882,Phase - 5: Improve employee retention,112,Project,Stage - 1,5000
46157792,5-4DQW595,Phase - 2: Attract and retain the best people,115,Services,Stage - 2,-1000
47153793,5-4DQW650,Phase - 7: Build high-performing teams,115,Support,Stage - 3,-1000
48123794,8-4DQW836,Phase - 5: Maintain alignment across the organization,117,Labour,Stage - 5,-2000
49144795,8-4DQW690,Phase - 6: Develop leadership abilities and potential of the team,120,Project,Stage - 1,-2000
49148795,8-OJVC743,Phase - 5: Grow shareholder value,115,Labour,Stage - 1,8000
50163796,6-OJVC941,Phase - 2: Grow earnings per share,111,Project,Stage - 5,1000
51112797,7-OJVC578,Phase - 6: Increase revenue,113,Services,Stage - 1,4000
51117797,8-S2TF926,Phase - 7: Manage cost,120,Labour,Stage - 1,20000
51123797,6-6SDT860,Phase - 6: Maintain appropriate financial leverage,114,Project,Stage - 5,23000
5212798,7-6SDT870,Phase - 5: Ensure favorable bond ratings,116,Services,Stage - 1,23000
53114799,5-6SDT936,Phase - 3: Balance the budget,112,Project,Stage - 0,23000
53147799,8-UQF7926,Phase - 2: Ensure financial sustainability,112,Services,Stage - 0,18000
54117800,7-CDLC947,Phase - 6: Maintain profitability,113,Support,Stage - 5,3000
56121802,9-UJ5C952,Phase - 4: Diversify and grow revenue streams,116,Labour,Stage - 1,20000
59113805,5-UJ5C620,Phase - 3: Best value for the cost,118,Project,Stage - 5,20000
59115805,5-UJ5C754,Phase - 7: Broad product offering,120,Project,Stage - 1,20000
6114807,6-OM3L910,Phase - 6: Reliable products/services,120,Services,Stage - 3,5000
62145808,7-OM3L669,Phase - 5: Cross-sell more products,120,Project,Stage - 4,10000
63154809,7-NDEQ704,Phase - 2: Increase share of market,109,Services,Stage - 0,5000
63155809,6-XFFT605,Phase - 1: Increase share of wallet,112,Project,Stage - 3,20000
65154811,6-2RN5922,Phase - 1: Partner with customers to provide solutions,116,Services,Stage - 0,-15000
66124812,7-YIWX839,Phase - 6: Best service,113,Project,Stage - 3,-10000
66147812,9-65AP804,Phase - 5: Understands my needs,109,Services,Stage - 4,5000
66177812,5-A4BL967,Phase - 6: Most innovative products/services,112,Services,Stage - 4,10000
6815814,5-A4BL770,Phase - 2: Differentiate the product,111,Support,Stage - 1,1000
70113816,8-Q5UG627,Phase - 2: Invest a certain amount in innovation,116,Labour,Stage - 0,5000
70127816,5-Q5UG655,Phase - 3: Grow percentage of sales from new products,111,Project,Stage - 1,3000
72156818,8-S4KP743,Phase - 3: Improve or focus research and development (R&D),109,Services,Stage - 4,5300
0007416-180,9-S4KP770,Phase - 7: Acquire new customers from innovative offerings,116,Support,Stage - 4,1050
0007511-179,7-GM5Y633,Phase - 1: Great customer service,113,Labour,Stage - 4,-40000
0007611-178,6-WMMC593,Phase - 1: Improve customer service,115,Project,Stage - 2,3000
76127822,8-4TI2666,Phase - 1: Invest in customer management,109,Services,Stage - 0,10000
80161826,7-4TI2862,Phase - 6: Partner with customers to design solutions,116,Support,Stage - 3,10000
80173826,7-F2CX807,Phase - 7: Improve customer satisfaction,111,Labour,Stage - 5,2000
82115828,8-H7ZZ919,Phase - 6: Improve customer retention,119,Project,Stage - 4,5000
84123830,7-H7ZZ556,Phase - 1: Develop and use a customer database,116,Labour,Stage - 0,20000
85124831,6-JACI757,Phase - 7: Reduce cost by a certain amount annually,110,Project,Stage - 0,5000
85127831,5-JACI870,Phase - 7: Reduce waste by a certain amount,116,Services,Stage - 2,2000
86151832,8-MRB3817,Phase - 4: Invest in Total Quality Management,116,Labour,Stage - 1,1500
86153832,5-MRB3893,Phase - 4: Reduce error rates,119,Project,Stage - 1,3500
87117833,9-6SQ6960,Phase - 3: Improve and maintain workplace safety,110,Services,Stage - 2,2000
87128833,6-6AYL960,Phase - 5: Reduce energy usage per unit of production,117,Project,Stage - 3,1001
87164833,5-6AYL907,Phase - 3: Capitalize on physical facilities,120,Services,Stage - 5,501
88157834,5-VXN7570,Phase - 1: Streamline core business processes,116,Support,Stage - 4,3000
88158834,7-VXN7894,Phase - 7: Increase reliability of operations,120,Labour,Stage - 4,1500
89115835,5-M7XO714,Phase - 5: Ensure compliance,118,Project,Stage - 5,2001
93146839,6-M7XO851,Phase - 1: Increase recycling,114,Project,Stage - 5,1001
93158839,6-M7XO728,Phase - 5: Improve reporting and transparency,117,Services,Stage - 2,2001
0009316-161,9-VGVC811,Phase - 2: Increase community outreach,110,Project,Stage - 0,2001
95123841,6-VGVC716,Phase - 1: Optimize control framework,119,Services,Stage - 5,1001
9517841,7-JJSF602,Phase - 4: Improve technical and analytical skills,109,Project,Stage - 3,2000
0009711-157,6-XGBU704,Phase - 2: Improve a certain skill,118,Services,Stage - 0,10000
98117844,6-XGBU663,Phase - 3: Create a performance-focused culture,112,Project,Stage - 2,1000
98141844,9-TTCQ921,Phase - 2: Improve productivity with cross-functional teams,118,Services,Stage - 1,460
10014846,7-DYK7895,Phase - 6: Invest in tools to make staff more productive,115,Support,Stage - 5,12500
101117847,6-5AAL605,Phase - 6: Improve employee retention,112,Labour,Stage - 2,500
10114847,9-LNLN881,Phase - 5: Attract and retain the best people,113,Project,Stage - 0,5000
102118848,8-LNLN658,Phase - 2: Build high-performing teams,110,Labour,Stage - 5,0
102148848,8-LYAF782,Phase - 7: Maintain alignment across the organization,115,Project,Stage - 5,2000
102176848,7-L3VL599,Phase - 5: Develop leadership abilities and potential of the team,113,Services,Stage - 0,75000
104136850,8-MP2J913,Phase - 6: Grow shareholder value,119,Labour,Stage - 3,1365.0014
104144850,5-64NN569,Phase - 6: Grow earnings per share,119,Project,Stage - 3,12285.0123
0010517-149,6-AIUU663,Phase - 2: Increase revenue,118,Services,Stage - 2,800
107158853,5-AIUU689,Phase - 1: Manage cost,111,Project,Stage - 2,100
108153854,5-AIUU788,Phase - 6: Maintain appropriate financial leverage,117,Services,Stage - 1,100
0010913-145,9-VTKY927,Phase - 3: Ensure favorable bond ratings,120,Support,Stage - 2,1023.751
109132855,9-SZBX720,Phase - 7: Balance the budget,109,Labour,Stage - 5,1000
109158855,7-SZBX821,Phase - 3: Ensure financial sustainability,114,Project,Stage - 0,1000
110151856,5-GYAW953,Phase - 4: Maintain profitability,119,Project,Stage - 2,5000
0011111-143,5-2ZXY995,Phase - 3: Diversify and grow revenue streams,113,Services,Stage - 3,250
114136860,8-EU74678,Phase - 7: Best value for the cost,113,Project,Stage - 1,20000
115156861,7-NJIB595,Phase - 3: Broad product offering,109,Services,Stage - 5,2000
11612862,7-YF4C864,Phase - 3: Reliable products/services,113,Project,Stage - 4,5000
116147862,7-XRAK704,Phase - 2: Cross-sell more products,114,Services,Stage - 5,3412.5034
121158867,8-AVGU775,Phase - 2: Increase share of market,114,Project,Stage - 1,4777.5048
121167867,6-2XM5644,Phase - 3: Increase share of wallet,110,Services,Stage - 5,2000
122125868,5-WTNN961,Phase - 6: Partner with customers to provide solutions,111,Support,Stage - 1,1000
123116869,5-WTNN954,Phase - 6: Best service,120,Labour,Stage - 4,3000
123126869,8-WTNN880,Phase - 4: Understands my needs,109,Project,Stage - 1,7000
123127869,6-2RMB818,Phase - 6: Most innovative products/services,110,Labour,Stage - 3,4000
123133869,8-DIC6587,Phase - 7: Differentiate the product,111,Project,Stage - 1,4000
123168869,6-LDDA880,Phase - 6: Invest a certain amount in innovation,114,Services,Stage - 4,50000
125112871,6-LDDA700,Phase - 2: Grow percentage of sales from new products,115,Labour,Stage - 0,50000
12512871,9-Z7ZO975,Phase - 2: Improve or focus research and development (R&D),111,Project,Stage - 5,3500
127151873,6-M734944,Phase - 1: Acquire new customers from innovative offerings,118,Services,Stage - 5,1000
128127874,6-M734854,Phase - 2: Great customer service,114,Project,Stage - 1,2500
128167874,8-M734897,Phase - 5: Improve customer service,111,Services,Stage - 0,9000
129164875,5-A54Z724,Phase - 6: Invest in customer management,113,Support,Stage - 5,0
130128876,9-LB45643,Phase - 7: Partner with customers to design solutions,109,Labour,Stage - 4,5460.0055
130134876,7-N2QP691,Phase - 5: Improve customer satisfaction,110,Project,Stage - 3,0
131127877,8-N2QP803,Phase - 5: Improve customer retention,120,Project,Stage - 0,1500
131155877,5-N2QP960,Phase - 4: Develop and use a customer database,120,Services,Stage - 2,17000
133124879,8-N2QP698,Phase - 1: Reduce cost by a certain amount annually,117,Project,Stage - 3,9000
134135880,6-6E3P632,Phase - 6: Reduce waste by a certain amount,120,Project,Stage - 2,2000
134152880,9-2BAY932,Phase - 6: Invest in Total Quality Management,109,Project,Stage - 0,1000
13417880,8-2BAY589,Phase - 6: Reduce error rates,112,Services,Stage - 3,1000
135113881,8-UBA4616,Phase - 6: Improve and maintain workplace safety,115,Project,Stage - 5,5000
135141881,7-UBA4570,Phase - 5: Reduce energy usage per unit of production,116,Services,Stage - 0,2000
136141882,7-ORZ6612,Phase - 4: Capitalize on physical facilities,118,Project,Stage - 3,1000
139127885,7-ORZ6803,Phase - 3: Streamline core business processes,117,Services,Stage - 3,1000
139137885,7-4ASN789,Phase - 5: Increase reliability of operations,115,Project,Stage - 0,3000
13917885,9-4ASN556,Phase - 6: Ensure compliance,119,Services,Stage - 1,1000
140138886,7-7UEF698,Phase - 4: Increase recycling,110,Support,Stage - 5,25000
140155886,8-7UEF753,Phase - 5: Improve reporting and transparency,110,Labour,Stage - 5,3500
0014112-113,7-7UEF760,Phase - 6: Increase community outreach,113,Project,Stage - 2,15000
141132887,9-ALOW678,Phase - 1: Optimize control framework,115,Labour,Stage - 5,3500
143121889,9-U67T656,Phase - 1: Improve technical and analytical skills,114,Project,Stage - 4,5000
0014315-111,8-BDRN957,Phase - 5: Improve a certain skill,120,Services,Stage - 4,1000
143153889,6-YVUV897,Phase - 3: Create a performance-focused culture,115,Labour,Stage - 4,1000
143154889,5-YVUV920,Phase - 3: Improve productivity with cross-functional teams,113,Project,Stage - 2,1000
144118890,9-YVUV953,Phase - 2: Invest in tools to make staff more productive,120,Services,Stage - 2,1500
146167892,7-HVUX892,Phase - 1: Improve employee retention,110,Project,Stage - 0,1000
147131893,5-HVUX627,Phase - 4: Attract and retain the best people,114,Services,Stage - 2,4000
147138893,9-HVUX998,Phase - 4: Build high-performing teams,111,Support,Stage - 4,0
151143897,9-H3YX887,Phase - 2: Maintain alignment across the organization,113,Labour,Stage - 2,750
152127898,5-H3YX551,Phase - 7: Develop leadership abilities and potential of the team,111,Project,Stage - 2,1000
155117901,9-H3YX772,Phase - 1: Grow shareholder value,119,Project,Stage - 0,4000
0015812-96,8-H3YX619,Phase - 6: Grow earnings per share,116,Services,Stage - 3,1000
158178904,6-H3YX904,Phase - 5: Increase revenue,120,Project,Stage - 1,0
159124905,5-PWJZ902,Phase - 7: Manage cost,120,Services,Stage - 4,1000
0015913-95,6-32LV563,Phase - 5: Maintain appropriate financial leverage,110,Support,Stage - 2,2000
159146905,5-32LV970,Phase - 4: Ensure favorable bond ratings,113,Labour,Stage - 3,1000
160151906,7-77Q6856,Phase - 3: Balance the budget,120,Project,Stage - 0,5000
161142907,7-RPYZ576,Phase - 3: Ensure financial sustainability,110,Services,Stage - 1,10000
162136908,8-NEFS677,Phase - 1: Maintain profitability,111,Support,Stage - 3,1000
162142908,9-NEFS997,Phase - 6: Diversify and grow revenue streams,118,Labour,Stage - 5,2000
163151909,5-242D649,Phase - 6: Best value for the cost,116,Project,Stage - 1,1000
164151910,7-SCX3968,Phase - 6: Broad product offering,114,Services,Stage - 0,800
164155910,8-SCX3672,Phase - 2: Reliable products/services,120,Support,Stage - 3,100
0016416-90,8-SCX3609,Phase - 6: Cross-sell more products,112,Labour,Stage - 5,100
165144911,5-QZWG816,Phase - 4: Increase share of market,118,Project,Stage - 4,1365.0014
165156911,7-TCY2994,Phase - 5: Increase share of wallet,118,Labour,Stage - 4,2047.502
165158911,7-TCY2840,Phase - 7: Partner with customers to provide solutions,110,Project,Stage - 2,2730.0027
165171911,5-TCY2571,Phase - 3: Best service,111,Services,Stage - 4,2047.502
166134912,5-B3FR806,Phase - 3: Understands my needs,116,Labour,Stage - 3,500
